Scrip,Open,High,Low,Close,Volume,Date,Price_Change,MA_7,Pct_Change
SHYAMPSUG,92.8,92.8,92.8,92.8,1,2023-01-01,17.39999999999999,35.457142857142856,23.076923076923062
SIBL,12.3,12.3,12.3,12.3,1752,2023-01-31,-80.5,36.0,-86.74568965517241
SIBL,12.3,12.3,12.3,12.3,740,2023-01-01,0.0,35.05714285714286,0.0
SILCOPHL,23.4,23.4,23.4,23.4,15861,2023-01-31,11.099999999999998,35.714285714285715,90.24390243902435
SILCOPHL,23.4,23.4,23.4,23.4,19541,2023-01-01,0.0,36.800000000000004,0.0
SILVAPHL,21.6,21.6,21.6,21.6,1,2023-01-31,-1.7999999999999972,37.31428571428571,-7.692307692307676
SILVAPHL,21.6,21.6,21.6,21.6,150,2023-01-01,0.0,29.62857142857143,0.0
SIMTEX,15.3,15.3,15.3,15.3,42325,2023-01-31,-6.300000000000001,18.557142857142857,-29.166666666666664
SIMTEX,16.7,16.7,16.7,16.7,42038,2023-01-01,1.3999999999999986,19.185714285714287,9.15032679738561
SINGERBD,151.9,151.9,151.9,151.9,129,2023-01-31,135.20000000000002,39.128571428571426,809.5808383233534
SINGERBD,151.9,151.9,151.9,151.9,44,2023-01-01,0.0,57.48571428571429,0.0
SINOBANGLA,59.5,59.5,59.5,59.5,12943,2023-01-31,-92.4,62.642857142857146,-60.82949308755761
SINOBANGLA,59.9,59.9,58.3,58.3,94326,2023-01-01,-1.2000000000000028,67.88571428571429,-2.0168067226890796
SKICL,59.4,59.4,59.4,59.4,65028,2023-01-31,1.1000000000000014,73.28571428571429,1.8867924528301883
SKICL,57.2,57.6,57.1,57.1,176690,2023-01-01,-2.299999999999997,79.25714285714285,-3.872053872053871
SKTRIMS,25.3,25.3,24.7,24.7,145994,2023-01-31,-32.400000000000006,80.4,-56.74255691768827
SKTRIMS,23.6,23.6,23.6,23.6,4531,2023-01-01,-1.0999999999999979,62.07142857142857,-4.453441295546545
SONALIANSH,380.8,418.2,380.8,410.1,140533,2023-01-31,386.5,98.95714285714287,1637.7118644067796
SONALIANSH,469.9,474.0,465.2,465.2,20097,2023-01-01,55.099999999999966,156.91428571428574,13.435747378688113
SONALILIFE,69.5,72.0,69.5,70.0,792559,2023-01-31,-395.2,158.58571428571432,-84.95270851246775
SONALILIFE,60.2,60.2,58.6,59.8,126187,2023-01-01,-10.200000000000003,158.64285714285714,-14.57142857142858
SONALIPAPR,615.1,615.1,615.1,615.1,82,2023-01-31,555.3000000000001,238.35714285714286,928.5953177257525
SONALIPAPR,615.1,615.1,615.1,615.1,387,2023-01-01,0.0,322.7,0.0
SONARBAINS,51.6,51.6,51.6,51.6,42255,2023-01-31,-563.5,326.7,-91.61112014306617
SONARBAINS,47.2,47.2,47.2,47.2,6989,2023-01-01,-4.399999999999999,274.85714285714283,-8.52713178294573
SONARGAON,38.7,38.7,38.7,38.7,25,2023-01-31,-8.5,213.92857142857142,-18.008474576271183
SONARGAON,47.2,47.2,47.2,47.2,111,2023-01-01,8.5,210.67142857142858,21.963824289405686
SOUTHEASTB,13.8,13.8,13.8,13.8,117518,2023-01-31,-33.400000000000006,204.1,-70.76271186440678
SOUTHEASTB,13.8,13.8,13.8,13.8,3592,2023-01-01,0.0,118.20000000000002,0.0
SPCERAMICS,46.4,46.7,43.8,46.0,2360268,2023-01-31,32.2,36.9,233.33333333333331
SPCERAMICS,43.0,43.0,43.0,43.0,371,2023-01-01,-3.0,35.67142857142857,-6.521739130434778
SPCL,65.5,65.5,65.5,65.5,404,2023-01-31,22.5,38.285714285714285,52.32558139534884
SPCL,65.5,65.5,65.5,65.5,160,2023-01-01,0.0,42.114285714285714,0.0
SQUARETEXT,67.5,67.5,67.5,67.5,150,2023-01-31,2.0,45.01428571428572,3.053435114503822
SQUARETEXT,67.5,67.5,67.5,67.5,300,2023-01-01,0.0,52.685714285714276,0.0
SQURPHARMA,209.8,209.8,209.8,209.8,9964,2023-01-31,142.3,80.6857142857143,210.81481481481484
SQURPHARMA,209.8,209.8,209.8,209.8,6372,2023-01-01,0.0,104.08571428571429,0.0
SSSTEEL,16.6,16.6,16.6,16.6,7417,2023-01-31,-193.20000000000002,100.31428571428572,-92.08770257387988
SSSTEEL,16.6,16.6,16.6,16.6,1911,2023-01-01,0.0,93.32857142857144,0.0
STANCERAM,123.6,123.6,123.6,123.6,227,2023-01-31,107.0,101.62857142857145,644.578313253012
STANCERAM,140.3,147.3,140.3,141.5,18598,2023-01-01,17.900000000000006,112.20000000000002,14.482200647249188
STANDARINS,45.4,45.8,45.4,45.4,29256,2023-01-31,-96.1,109.04285714285716,-67.91519434628975
STANDARINS,47.6,47.6,47.6,47.6,101,2023-01-01,2.200000000000003,85.87142857142855,4.845814977973584
STYLECRAFT,91.6,91.6,87.6,87.6,20486,2023-01-31,39.99999999999999,68.41428571428571,84.03361344537814
STYLECRAFT,99.8,99.8,99.8,99.8,13786,2023-01-01,12.200000000000003,80.3,13.926940639269404
SUMITPOWER,34.0,34.0,34.0,34.0,9,2023-01-31,-65.8,82.78571428571429,-65.93186372745491
SUMITPOWER,34.0,34.0,34.0,34.0,5000,2023-01-01,0.0,69.98571428571428,0.0
SUNLIFEINS,57.8,60.0,57.4,58.7,242759,2023-01-31,24.700000000000003,58.15714285714286,72.64705882352942
SUNLIFEINS,56.4,56.4,56.4,56.4,93120,2023-01-01,-2.3000000000000043,59.728571428571435,-3.918228279386715
TAKAFULINS,48.7,49.0,48.7,48.8,177995,2023-01-31,-7.600000000000001,59.9,-13.475177304964546
TAKAFULINS,45.0,45.0,45.0,45.0,153,2023-01-01,-3.799999999999997,53.814285714285724,-7.786885245901631
TAMIJTEX,178.3,178.3,178.3,178.3,300,2023-01-31,133.3,65.02857142857144,296.22222222222223
TAMIJTEX,178.3,181.0,178.3,178.3,13850,2023-01-01,0.0,85.64285714285714,0.0
TOSRIFA,19.6,21.0,19.6,19.6,357973,2023-01-31,-158.70000000000002,83.58571428571429,-89.00729108244532
TOSRIFA,23.2,23.2,23.2,23.2,2,2023-01-01,3.599999999999998,78.51428571428572,18.36734693877551
TRUSTB1MF,5.6,5.6,5.6,5.6,5017,2023-01-31,-17.6,71.25714285714285,-75.86206896551724
TRUSTB1MF,5.6,5.6,5.6,5.6,29976,2023-01-01,0.0,65.08571428571429,0.0
TRUSTBANK,34.9,34.9,34.9,34.9,11487,2023-01-31,29.299999999999997,63.642857142857146,523.2142857142858
TRUSTBANK,34.9,34.9,34.9,34.9,156,2023-01-01,0.0,43.15714285714286,0.0
UCB,13.0,13.0,13.0,13.0,538,2023-01-31,-21.9,19.542857142857144,-62.75071633237822
UCB,13.0,13.0,13.0,13.0,1728,2023-01-01,0.0,18.599999999999998,0.0
UNILEVERCL,2849.0,2849.0,2849.0,2849.0,11,2023-01-31,2836.0,422.2857142857143,21815.384615384617
UNILEVERCL,2849.0,2849.0,2849.0,2849.0,70,2023-01-01,0.0,828.4857142857143,0.0
UNIONBANK,9.3,9.3,9.3,9.3,3269,2023-01-31,-2839.7,829.0142857142856,-99.67356967356967
UNIONBANK,9.3,9.3,9.3,9.3,287,2023-01-01,0.0,825.3571428571429,0.0
UNIONCAP,9.9,9.9,9.9,9.9,1700,2023-01-31,0.5999999999999996,821.7857142857144,6.451612903225801
UNIONCAP,9.9,9.9,9.9,9.9,621,2023-01-01,0.0,821.342857142857,0.0
UNIONINS,43.5,43.5,43.5,43.5,1124,2023-01-31,33.6,825.6999999999999,339.3939393939394
UNIONINS,37.0,37.1,37.0,37.0,38984,2023-01-01,-6.5,423.9857142857143,-14.942528735632187
UNIQUEHRL,67.9,69.7,67.9,68.5,1092047,2023-01-31,31.5,26.771428571428572,85.13513513513513
UNIQUEHRL,56.0,57.8,56.0,56.6,133026,2023-01-01,-11.899999999999999,33.528571428571425,-17.372262773722625
UNITEDFIN,15.8,15.8,15.8,15.8,5,2023-01-31,-40.8,34.45714285714286,-72.08480565371025
UNITEDFIN,15.8,15.8,15.8,15.8,1266,2023-01-01,0.0,35.300000000000004,0.0
UNITEDINS,42.7,42.7,42.7,42.7,3740,2023-01-31,26.900000000000002,39.98571428571428,170.25316455696205
UNITEDINS,45.3,45.3,45.3,45.3,201,2023-01-01,2.5999999999999943,40.24285714285714,6.08899297423886
UPGDCL,233.7,233.7,233.7,233.7,95,2023-01-31,188.39999999999998,68.34285714285714,415.89403973509934
UPGDCL,233.7,233.7,233.7,233.7,76,2023-01-01,0.0,91.94285714285714,0.0
USMANIAGL,57.8,57.8,57.8,57.8,61,2023-01-31,-175.89999999999998,92.11428571428571,-75.26743688489516
USMANIAGL,70.4,70.4,70.4,70.4,1,2023-01-01,12.600000000000009,99.91428571428571,21.79930795847753
UTTARABANK,23.4,23.5,23.3,23.4,99550,2023-01-31,-47.00000000000001,100.99999999999999,-66.76136363636364
UTTARABANK,23.3,23.3,23.3,23.3,38331,2023-01-01,-0.09999999999999787,98.22857142857143,-0.42735042735041473
UTTARAFIN,33.8,33.8,33.8,33.8,1162,2023-01-31,10.499999999999996,96.58571428571427,45.06437768240341
UTTARAFIN,33.8,33.8,33.8,33.8,242,2023-01-01,0.0,68.02857142857142,0.0
WATACHEM,200.2,200.2,200.2,200.2,40,2023-01-31,166.39999999999998,63.24285714285714,492.3076923076923
WATACHEM,200.2,200.2,200.2,200.2,130,2023-01-01,0.0,83.58571428571427,0.0
WMSHIPYARD,11.0,11.0,11.0,11.0,504,2023-01-31,-189.2,75.10000000000001,-94.5054945054945
WMSHIPYARD,11.0,11.0,11.0,11.0,7,2023-01-01,0.0,73.32857142857142,0.0
YPL,18.1,18.1,18.1,18.1,21701,2023-01-31,7.100000000000001,72.58571428571429,64.54545454545455
YPL,18.7,18.7,18.7,18.7,14,2023-01-01,0.5999999999999979,70.42857142857143,3.3149171270718147
ZAHEENSPIN,10.1,10.1,10.1,10.1,1,2023-01-31,-8.6,67.04285714285713,-45.98930481283422
ZAHEENSPIN,12.3,12.3,12.3,12.3,100,2023-01-01,2.200000000000001,40.199999999999996,21.7821782178218
ZEALBANGLA,142.0,142.0,142.0,142.0,58,2023-01-31,129.7,31.885714285714283,1054.4715447154472
ZEALBANGLA,170.8,170.8,170.8,170.8,1,2023-01-01,28.80000000000001,54.714285714285715,20.281690140845086
